   MONTH       DAY      YEAR     TOTAL  
                                PRECIP  
                                INCHES  
       8        13      2019      0.00  
       8        14      2019      0.00  
       8        15      2019      0.25  
       8        16      2019      0.19  
       8        17      2019      0.45  
       8        18      2019      0.01  
       8        19      2019      0.00  
       8        20      2019      0.00  
       8        21      2019      2.04  
       8        22      2019      0.00  
       8        23      2019      0.00  
       8        24      2019      0.00  
       8        25      2019      0.65  
       8        26      2019      0.15  
       8        27      2019      0.00  
       8        28      2019      0.00  
       8        29      2019      0.43  
       8        30      2019      1.37  
       8        31      2019      0.00  
       9         1      2019      0.00  
       9         2      2019      0.00  
       9         3      2019      0.00  
       9         4      2019      0.00  
       9         5      2019      0.00  
       9         6      2019      0.00  
       9         7      2019      0.00  
       9         8      2019      1.17  
       9         9      2019      0.00  
       9        10      2019      0.00  
       9        11      2019      0.00  
       9        12      2019      0.18  
       9        13      2019      0.00  
       9        14      2019      0.00  
       9        15      2019      0.00  
       9        16      2019      0.00  
       9        17      2019      0.00  
       9        18      2019      0.00  
       9        19      2019      0.00  
       9        20      2019      0.00  
       9        21      2019      0.00  
       9        22      2019      1.52  
       9        23      2019      0.00  
       9        24      2019      0.00  
       9        25      2019      0.00  
       9        26      2019      0.00  
       9        27      2019      0.67  
       9        28      2019      0.65  
       9        29      2019      0.01  
       9        30      2019      0.00  
      10         1      2019      0.00  
      10         2      2019      0.15  
      10         3      2019      0.99  
      10         4      2019      0.00  
      10         5      2019      0.01  
      10         6      2019      0.00  
      10         7      2019      0.00  
      10         8      2019      0.15  
      10         9      2019      0.09  
      10        10      2019      0.65  
      10        11      2019      0.00  
      10        12      2019      0.00  
      10        13      2019      0.00  
      10        14      2019      0.00  
      10        15      2019      0.03  
      10        16      2019      0.00  
      10        17      2019      0.00  
      10        18      2019      0.00  
      10        19      2019      0.04  
      10        20      2019      0.32  
      10        21      2019      0.22  
      10        22      2019      0.00  
      10        23      2019      0.00  
      10        24      2019      0.00  
      10        25      2019      0.01  
      10        26      2019      0.00  
      10        27      2019      0.00  
      10        28      2019      0.36  
      10        29      2019      0.13  
      10        30      2019      0.20  
      10        31      2019      0.01  
      11         1      2019      0.00  
      11         2      2019      0.00  
      11         3      2019      0.00  
      11         4      2019      0.00  
      11         5      2019      0.00  
      11         6      2019      0.00  
      11         7      2019      0.00  
      11         8      2019      0.00  
      11         9      2019      0.00  
      11        10      2019      0.00  
      11        11      2019      0.01  
      11        12      2019      0.01  
      11        13      2019      0.01  
      11        14      2019      0.00  
      11        15      2019      0.00  
      11        16      2019      0.00  
      11        17      2019      0.00  
      11        18      2019      0.01  
      11        19      2019      0.00  
      11        20      2019      0.02  
      11        21      2019      0.04  
      11        22      2019      0.01  
      11        23      2019      0.01  
      11        24      2019      0.00  
      11        25      2019      0.00  
      11        26      2019      0.00  
      11        27      2019      0.02  
      11        28      2019      0.08  
      11        29      2019      0.80  
      11        30      2019      0.06  
      12         1      2019      0.00  
      12         2      2019      0.00  
      12         3      2019      0.00  
      12         4      2019      0.00  
      12         5      2019      0.00  
      12         6      2019      0.00  
      12         7      2019      0.00  
      12         8      2019      0.00  
      12         9      2019      0.00  
      12        10      2019      0.00  
      12        11      2019      0.00  
      12        12      2019      0.00  
      12        13      2019      0.06  
      12        14      2019      0.03  
      12        15      2019      0.00  
      12        16      2019      0.00  
      12        17      2019      0.01  
      12        18      2019      0.09  
      12        19      2019      0.01  
      12        20      2019      0.00  
      12        21      2019      0.00  
      12        22      2019      0.00  
      12        23      2019      0.00  
      12        24      2019      0.00  
      12        25      2019      0.00  
      12        26      2019      0.00  
