location,SPI,start_date,end_date,duration
"Brunswick, Carroll County, MO",-2.3,2014-05-01,2014-06-01,31 days
"Brunswick, Carroll County, MO",-2.3,2022-10-01,2022-11-01,31 days
"Cardwell, Dunklin County, MO",-2.3,2001-07-01,2001-10-01,92 days
"Cardwell, Dunklin County, MO",-2.3,2006-04-01,2006-05-01,30 days
"Charleston, Mississippi County, MO",-2.3,2001-05-01,2001-06-01,31 days
"Charleston, Mississippi County, MO",-2.3,2004-09-01,2004-10-01,30 days
"Columbia-Sanborn Field, Boone County, MO",-2.3,2023-05-01,2023-07-01,61 days
"Columbia-South Farms, Boone County, MO",-2.3,2023-05-01,2023-06-01,31 days
"Cook Station, Crawford County, MO",-2.3,2014-09-01,2014-12-01,91 days
"Cook Station, Crawford County, MO",-2.3,2015-02-01,2015-03-01,28 days
"Cook Station, Crawford County, MO",-2.3,2015-04-01,2015-05-01,30 days
"Corning, Atchison County, MO",-2.3,2014-05-01,2014-06-01,31 days
"Corning, Atchison County, MO",-2.3,2018-04-01,2018-05-01,30 days
"Hayward, Pemiscot County, MO",-2.3,2001-06-01,2001-10-01,122 days
"Hayward, Pemiscot County, MO",-2.3,2010-10-01,2010-11-01,31 days
"Linneus, Linn County, MO",-2.3,2014-05-01,2014-06-01,31 days
"Monroe City, Monroe County, MO",-2.3,2011-09-01,2011-11-01,61 days
"Novelty, Knox County, MO",-2.3,2024-02-01,2024-04-01,60 days
"Portageville, Pemiscot County, MO",-2.3,2001-06-01,2001-07-01,30 days
"Portageville, Pemiscot County, MO",-2.3,2001-09-01,2001-10-01,30 days
"Portageville, Pemiscot County, MO",-2.3,2006-04-01,2006-05-01,30 days
"St. Joseph, Buchanan County, MO",-2.3,2002-12-01,2003-03-01,90 days
"St. Joseph, Buchanan County, MO",-2.3,2013-02-01,2013-04-01,59 days
"St. Joseph, Buchanan County, MO",-2.3,2018-04-01,2018-06-01,61 days
