location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",0.0,0,1,1
"Albany, Gentry County, MO",0.0,2,5,3
"Albany, Gentry County, MO",0.0,6,8,2
"Albany, Gentry County, MO",0.0,9,10,1
"Albany, Gentry County, MO",0.0,11,12,1
"Albany, Gentry County, MO",0.0,14,16,2
"Albany, Gentry County, MO",0.0,19,20,1
"Albany, Gentry County, MO",0.0,21,27,6
"Albany, Gentry County, MO",0.0,29,31,2
"Albany, Gentry County, MO",0.0,32,33,1
"Albany, Gentry County, MO",0.0,34,39,5
"Albany, Gentry County, MO",0.0,40,41,1
"Albany, Gentry County, MO",0.0,42,44,2
"Albany, Gentry County, MO",0.0,45,46,1
"Albany, Gentry County, MO",0.0,48,50,2
"Albany, Gentry County, MO",0.0,51,52,1
"Albany, Gentry County, MO",0.0,57,58,1
"Albany, Gentry County, MO",0.0,59,60,1
"Albany, Gentry County, MO",0.0,62,63,1
"Albany, Gentry County, MO",0.0,64,65,1
"Albany, Gentry County, MO",0.0,67,69,2
"Albany, Gentry County, MO",0.0,73,75,2
"Albany, Gentry County, MO",0.0,76,79,3
"Albany, Gentry County, MO",0.0,84,85,1
"Albany, Gentry County, MO",0.0,87,88,1
"Albany, Gentry County, MO",0.0,89,91,2
"Albany, Gentry County, MO",0.0,92,93,1
"Albany, Gentry County, MO",0.0,94,95,1
"Albany, Gentry County, MO",0.0,96,97,1
"Albany, Gentry County, MO",0.0,98,99,1
"Albany, Gentry County, MO",0.0,100,101,1
"Albany, Gentry County, MO",0.0,102,104,2
"Albany, Gentry County, MO",0.0,108,110,2
"Albany, Gentry County, MO",0.0,114,115,1
"Albany, Gentry County, MO",0.0,116,117,1
"Albany, Gentry County, MO",0.0,120,122,2
"Albany, Gentry County, MO",0.0,126,128,2
"Albany, Gentry County, MO",0.0,129,130,1
"Albany, Gentry County, MO",0.0,131,135,4
"Albany, Gentry County, MO",0.0,137,139,2
"Albany, Gentry County, MO",0.0,140,142,2
"Albany, Gentry County, MO",0.0,144,145,1
"Albany, Gentry County, MO",0.0,148,154,6
"Albany, Gentry County, MO",0.0,158,159,1
"Albany, Gentry County, MO",0.0,161,164,3
"Albany, Gentry County, MO",0.0,167,169,2
"Albany, Gentry County, MO",0.0,170,173,3
"Albany, Gentry County, MO",0.0,178,179,1
"Albany, Gentry County, MO",0.0,182,184,2
"Albany, Gentry County, MO",0.0,189,190,1
"Albany, Gentry County, MO",0.0,194,195,1
"Albany, Gentry County, MO",0.0,198,199,1
"Albany, Gentry County, MO",0.0,201,203,2
"Albany, Gentry County, MO",0.0,205,206,1
"Albany, Gentry County, MO",0.0,208,209,1
"Albany, Gentry County, MO",0.0,211,213,2
"Albany, Gentry County, MO",0.0,214,223,9
"Albany, Gentry County, MO",0.0,226,227,1
"Albany, Gentry County, MO",0.0,231,232,1
"Albany, Gentry County, MO",0.0,234,235,1
"Albany, Gentry County, MO",0.0,237,239,2
"Albany, Gentry County, MO",0.0,241,242,1
"Albany, Gentry County, MO",0.0,243,244,1
"Albany, Gentry County, MO",0.0,245,246,1
"Albany, Gentry County, MO",0.0,247,250,3
"Albany, Gentry County, MO",0.0,251,252,1
"Albany, Gentry County, MO",0.0,253,254,1
"Albany, Gentry County, MO",0.0,255,257,2
"Albany, Gentry County, MO",0.0,259,261,2
"Albany, Gentry County, MO",0.0,263,264,1
"Albany, Gentry County, MO",0.0,265,266,1
"Albany, Gentry County, MO",0.0,269,270,1
"Albany, Gentry County, MO",0.0,271,274,3
"Albany, Gentry County, MO",0.0,278,282,4
"Albany, Gentry County, MO",0.0,284,287,3
"Albany, Gentry County, MO",0.0,289,291,2
"Auxvasse, Audrain County, MO",0.0,0,1,1
"Auxvasse, Audrain County, MO",0.0,2,4,2
"Auxvasse, Audrain County, MO",0.0,6,7,1
"Auxvasse, Audrain County, MO",0.0,8,9,1
"Auxvasse, Audrain County, MO",0.0,10,12,2
"Auxvasse, Audrain County, MO",0.0,14,15,1
"Auxvasse, Audrain County, MO",0.0,19,21,2
"Auxvasse, Audrain County, MO",0.0,23,24,1
"Auxvasse, Audrain County, MO",0.0,25,27,2
"Auxvasse, Audrain County, MO",0.0,29,33,4
"Auxvasse, Audrain County, MO",0.0,34,37,3
"Auxvasse, Audrain County, MO",0.0,38,39,1
"Auxvasse, Audrain County, MO",0.0,42,44,2
"Auxvasse, Audrain County, MO",0.0,45,46,1
"Auxvasse, Audrain County, MO",0.0,49,50,1
"Auxvasse, Audrain County, MO",0.0,51,52,1
"Auxvasse, Audrain County, MO",0.0,53,54,1
"Auxvasse, Audrain County, MO",0.0,59,60,1
"Auxvasse, Audrain County, MO",0.0,62,67,5
"Auxvasse, Audrain County, MO",0.0,69,72,3
"Auxvasse, Audrain County, MO",0.0,73,74,1
"Auxvasse, Audrain County, MO",0.0,75,77,2
"Auxvasse, Audrain County, MO",0.0,79,82,3
"Auxvasse, Audrain County, MO",0.0,83,84,1
"Auxvasse, Audrain County, MO",0.0,86,87,1
"Auxvasse, Audrain County, MO",0.0,88,89,1
"Auxvasse, Audrain County, MO",0.0,90,95,5
"Auxvasse, Audrain County, MO",0.0,103,104,1
"Auxvasse, Audrain County, MO",0.0,105,107,2
"Auxvasse, Audrain County, MO",0.0,108,109,1
"Auxvasse, Audrain County, MO",0.0,112,113,1
"Auxvasse, Audrain County, MO",0.0,114,115,1
"Auxvasse, Audrain County, MO",0.0,122,123,1
"Auxvasse, Audrain County, MO",0.0,129,131,2
"Auxvasse, Audrain County, MO",0.0,132,133,1
"Auxvasse, Audrain County, MO",0.0,134,136,2
"Auxvasse, Audrain County, MO",0.0,137,142,5
"Auxvasse, Audrain County, MO",0.0,144,145,1
"Auxvasse, Audrain County, MO",0.0,146,147,1
"Auxvasse, Audrain County, MO",0.0,148,156,8
"Auxvasse, Audrain County, MO",0.0,158,159,1
"Auxvasse, Audrain County, MO",0.0,161,171,10
"Auxvasse, Audrain County, MO",0.0,172,175,3
"Auxvasse, Audrain County, MO",0.0,178,184,6
"Auxvasse, Audrain County, MO",0.0,187,190,3
"Auxvasse, Audrain County, MO",0.0,192,198,6
"Auxvasse, Audrain County, MO",0.0,201,206,5
"Auxvasse, Audrain County, MO",0.0,209,213,4
"Auxvasse, Audrain County, MO",0.0,214,216,2
"Auxvasse, Audrain County, MO",0.0,219,223,4
"Auxvasse, Audrain County, MO",0.0,224,225,1
"Auxvasse, Audrain County, MO",0.0,229,230,1
"Auxvasse, Audrain County, MO",0.0,234,235,1
"Auxvasse, Audrain County, MO",0.0,236,237,1
"Auxvasse, Audrain County, MO",0.0,238,240,2
"Auxvasse, Audrain County, MO",0.0,244,245,1
"Auxvasse, Audrain County, MO",0.0,247,248,1
"Auxvasse, Audrain County, MO",0.0,249,250,1
"Auxvasse, Audrain County, MO",0.0,251,252,1
"Auxvasse, Audrain County, MO",0.0,253,254,1
"Auxvasse, Audrain County, MO",0.0,259,261,2
"Auxvasse, Audrain County, MO",0.0,262,263,1
"Auxvasse, Audrain County, MO",0.0,264,266,2
"Auxvasse, Audrain County, MO",0.0,269,270,1
"Auxvasse, Audrain County, MO",0.0,271,273,2
"Auxvasse, Audrain County, MO",0.0,275,277,2
"Auxvasse, Audrain County, MO",0.0,278,282,4
"Auxvasse, Audrain County, MO",0.0,284,287,3
"Auxvasse, Audrain County, MO",0.0,289,290,1
"Brunswick, Carroll County, MO",0.0,0,1,1
"Brunswick, Carroll County, MO",0.0,2,5,3
"Brunswick, Carroll County, MO",0.0,7,8,1
"Brunswick, Carroll County, MO",0.0,10,12,2
"Brunswick, Carroll County, MO",0.0,14,16,2
"Brunswick, Carroll County, MO",0.0,22,24,2
"Brunswick, Carroll County, MO",0.0,26,27,1
"Brunswick, Carroll County, MO",0.0,29,30,1
"Brunswick, Carroll County, MO",0.0,32,33,1
"Brunswick, Carroll County, MO",0.0,34,37,3
"Brunswick, Carroll County, MO",0.0,38,39,1
"Brunswick, Carroll County, MO",0.0,40,43,3
"Brunswick, Carroll County, MO",0.0,45,46,1
"Brunswick, Carroll County, MO",0.0,48,50,2
"Brunswick, Carroll County, MO",0.0,51,52,1
"Brunswick, Carroll County, MO",0.0,53,54,1
"Brunswick, Carroll County, MO",0.0,56,57,1
"Brunswick, Carroll County, MO",0.0,59,60,1
"Brunswick, Carroll County, MO",0.0,62,65,3
"Brunswick, Carroll County, MO",0.0,66,67,1
"Brunswick, Carroll County, MO",0.0,70,72,2
"Brunswick, Carroll County, MO",0.0,73,74,1
"Brunswick, Carroll County, MO",0.0,75,76,1
"Brunswick, Carroll County, MO",0.0,77,78,1
"Brunswick, Carroll County, MO",0.0,80,81,1
"Brunswick, Carroll County, MO",0.0,84,85,1
"Brunswick, Carroll County, MO",0.0,87,88,1
"Brunswick, Carroll County, MO",0.0,90,93,3
"Brunswick, Carroll County, MO",0.0,94,97,3
"Brunswick, Carroll County, MO",0.0,100,101,1
"Brunswick, Carroll County, MO",0.0,103,104,1
"Brunswick, Carroll County, MO",0.0,108,109,1
"Brunswick, Carroll County, MO",0.0,112,113,1
"Brunswick, Carroll County, MO",0.0,114,115,1
"Brunswick, Carroll County, MO",0.0,116,117,1
"Brunswick, Carroll County, MO",0.0,120,123,3
"Brunswick, Carroll County, MO",0.0,129,130,1
"Brunswick, Carroll County, MO",0.0,131,133,2
"Brunswick, Carroll County, MO",0.0,134,135,1
"Brunswick, Carroll County, MO",0.0,137,138,1
"Brunswick, Carroll County, MO",0.0,139,142,3
"Brunswick, Carroll County, MO",0.0,144,145,1
"Brunswick, Carroll County, MO",0.0,147,152,5
"Brunswick, Carroll County, MO",0.0,153,155,2
"Brunswick, Carroll County, MO",0.0,161,165,4
"Brunswick, Carroll County, MO",0.0,167,171,4
"Brunswick, Carroll County, MO",0.0,172,173,1
"Brunswick, Carroll County, MO",0.0,174,175,1
"Brunswick, Carroll County, MO",0.0,178,179,1
"Brunswick, Carroll County, MO",0.0,181,184,3
"Brunswick, Carroll County, MO",0.0,185,186,1
"Brunswick, Carroll County, MO",0.0,187,190,3
"Brunswick, Carroll County, MO",0.0,193,195,2
"Brunswick, Carroll County, MO",0.0,197,198,1
"Brunswick, Carroll County, MO",0.0,202,204,2
"Brunswick, Carroll County, MO",0.0,205,206,1
"Brunswick, Carroll County, MO",0.0,208,209,1
"Brunswick, Carroll County, MO",0.0,210,213,3
"Brunswick, Carroll County, MO",0.0,214,216,2
"Brunswick, Carroll County, MO",0.0,219,223,4
"Brunswick, Carroll County, MO",0.0,224,225,1
"Brunswick, Carroll County, MO",0.0,226,227,1
"Brunswick, Carroll County, MO",0.0,235,236,1
