0,1,2,3,4,5,6
04/01/2000,06/01/2000,2,-1.12,-1.75,-0.88,-0.88
08/01/2000,09/01/2000,1,-3.37,-3.37,-3.37,-3.37
12/01/2000,01/01/2001,1,-1.25,-1.25,-1.25,-1.25
03/01/2001,04/01/2001,1,-1.59,-1.59,-1.59,-1.59
03/01/2002,05/01/2002,2,-1.08,-1.54,-0.77,-0.77
10/01/2002,02/01/2003,4,-1.16,-3.69,-0.92,-1.08
07/01/2003,08/01/2003,1,-1.41,-1.41,-1.41,-1.41
10/01/2003,11/01/2003,1,-1.03,-1.03,-1.03,-1.03
09/01/2004,10/01/2004,1,-1.28,-1.28,-1.28,-1.28
03/01/2005,08/01/2005,5,-1.9,-5.38,-1.08,-1.11
10/01/2005,04/01/2006,6,-2.79,-7.28,-1.21,-1.05
09/01/2006,12/01/2006,3,-1.32,-1.94,-0.65,-0.49
01/01/2009,02/01/2009,1,-1.75,-1.75,-1.75,-1.75
10/01/2010,11/01/2010,1,-1.93,-1.93,-1.93,-1.93
12/01/2010,02/01/2011,2,-1.65,-2.7,-1.35,-1.35
06/01/2011,07/01/2011,1,-1.03,-1.03,-1.03,-1.03
10/01/2011,11/01/2011,1,-1.83,-1.83,-1.83,-1.83
01/01/2012,02/01/2012,1,-1.88,-1.88,-1.88,-1.88
05/01/2012,08/01/2012,3,-2.44,-4.12,-1.37,-1.02
02/01/2014,06/01/2014,4,-2.14,-7.14,-1.79,-1.76
10/01/2015,11/01/2015,1,-1.09,-1.09,-1.09,-1.09
02/01/2016,04/01/2016,2,-1.05,-1.59,-0.8,-0.8
11/01/2016,01/01/2017,2,-1.22,-2.1,-1.05,-1.05
02/01/2017,04/01/2017,2,-1.43,-1.97,-0.99,-0.99
11/01/2017,02/01/2018,3,-1.82,-3.26,-1.09,-1.01
04/01/2018,08/01/2018,4,-1.47,-4.1,-1.03,-0.96
06/01/2020,07/01/2020,1,-1.73,-1.73,-1.73,-1.73
09/01/2020,10/01/2020,1,-2.15,-2.15,-2.15,-2.15
02/01/2021,03/01/2021,1,-1.09,-1.09,-1.09,-1.09
07/01/2022,11/01/2022,4,-1.76,-3.63,-0.91,-0.85
04/01/2023,08/01/2023,4,-2.01,-4.31,-1.08,-0.85
