0,1,2,3,4,5,6
04/01/2000,07/01/2000,3,-1.11,-2.56,-0.85,-1.08
01/01/2003,05/01/2003,4,-1.48,-3.47,-0.87,-0.93
05/01/2005,08/01/2005,3,-1.23,-2.68,-0.89,-1.02
12/01/2005,01/01/2007,13,-1.58,-10.67,-0.82,-0.72
09/01/2007,12/01/2007,3,-1.05,-2.79,-0.93,-0.95
12/01/2010,04/01/2011,4,-1.37,-2.37,-0.59,-0.45
08/01/2011,12/01/2011,4,-1.27,-3.65,-0.91,-0.97
07/01/2012,02/01/2013,7,-2.67,-9.9,-1.41,-1.26
08/01/2013,06/01/2014,10,-2.19,-10.07,-1.01,-0.81
03/01/2015,07/01/2015,4,-1.22,-2.57,-0.64,-0.67
10/01/2015,11/01/2015,1,-2.01,-2.01,-2.01,-2.01
03/01/2016,07/01/2016,4,-1.98,-6.73,-1.68,-1.75
12/01/2016,04/01/2017,4,-1.69,-5.04,-1.26,-1.36
11/01/2017,03/01/2018,4,-1.43,-3.61,-0.9,-1.01
05/01/2018,11/01/2018,6,-1.51,-5.74,-0.96,-1.12
01/01/2022,04/01/2022,3,-1.3,-2.69,-0.9,-1.1
08/01/2022,01/01/2024,17,-2.4,-18.48,-1.09,-1.02
