0,1,2,3,4,5,6
05/01/2000,08/01/2000,3,-1.92,-3.35,-1.12,-1.09
12/01/2001,05/01/2002,5,-1.63,-6.4,-1.28,-1.42
07/01/2002,04/01/2003,9,-2.51,-14.21,-1.58,-1.56
07/01/2003,01/01/2004,6,-1.43,-4.97,-0.83,-0.68
06/01/2006,08/01/2006,2,-1.29,-2.51,-1.26,-1.26
12/01/2010,07/01/2011,7,-1.74,-6.8,-0.97,-0.91
11/01/2011,12/01/2011,1,-1.01,-1.01,-1.01,-1.01
06/01/2012,01/01/2013,7,-2.57,-10.68,-1.53,-1.63
08/01/2013,10/01/2013,2,-2.42,-3.56,-1.78,-1.78
02/01/2014,06/01/2014,4,-1.96,-3.98,-0.99,-0.95
10/01/2015,11/01/2015,1,-1.77,-1.77,-1.77,-1.77
03/01/2016,04/01/2016,1,-1.22,-1.22,-1.22,-1.22
12/01/2016,03/01/2017,3,-1.45,-1.83,-0.61,-0.23
07/01/2017,09/01/2018,14,-3.64,-18.04,-1.29,-1.31
10/01/2020,01/01/2021,3,-2.15,-4.92,-1.64,-1.46
09/01/2021,10/01/2021,1,-1.4,-1.4,-1.4,-1.4
02/01/2022,05/01/2022,3,-2.04,-2.86,-0.95,-0.75
10/01/2022,01/01/2023,3,-1.52,-2.57,-0.86,-0.6
05/01/2023,08/01/2023,3,-1.81,-4.28,-1.43,-1.68
11/01/2023,12/01/2023,1,-1.73,-1.73,-1.73,-1.73
