0,1,2,3,4,5,6
04/01/2000,08/01/2000,4,-1.99,-4.35,-1.09,-1.11
01/01/2002,02/01/2002,1,-1.06,-1.06,-1.06,-1.06
11/01/2002,10/01/2003,11,-2.64,-14.31,-1.3,-1.3
05/01/2005,03/01/2006,10,-1.57,-8.06,-0.81,-0.75
12/01/2010,12/01/2011,12,-2.34,-10.58,-0.88,-0.74
06/01/2012,09/01/2012,3,-1.81,-4.22,-1.41,-1.22
08/01/2013,08/01/2014,12,-2.92,-16.17,-1.35,-1.3
03/01/2015,06/01/2015,3,-1.26,-2.76,-0.92,-1.09
10/01/2015,11/01/2015,1,-1.46,-1.46,-1.46,-1.46
04/01/2016,08/01/2016,4,-1.04,-2.58,-0.64,-0.6
12/01/2016,03/01/2017,3,-1.23,-2.88,-0.96,-1.17
09/01/2017,03/01/2018,6,-1.49,-4.13,-0.69,-0.63
04/01/2018,10/01/2018,6,-1.91,-7.0,-1.17,-1.31
08/01/2020,09/01/2020,1,-1.11,-1.11,-1.11,-1.11
12/01/2020,01/01/2021,1,-1.13,-1.13,-1.13,-1.13
02/01/2022,03/01/2022,1,-1.65,-1.65,-1.65,-1.65
10/01/2022,01/01/2023,3,-1.11,-1.81,-0.6,-0.62
05/01/2023,09/01/2023,4,-2.28,-6.11,-1.53,-1.82
11/01/2023,12/01/2023,1,-1.11,-1.11,-1.11,-1.11
03/01/2024,04/01/2024,1,-1.42,-1.42,-1.42,-1.42
