Year      Month     Average
2009      4         4.6400
2009      5         5.0700
2009      6         5.6100
2009      7         5.0400
2009      8         4.0400
2009      9         2.9400
2009      10        9.8100
2009      11        1.6300
2009      12        2.7300
2010      1         1.8200
2010      2         2.2900
2010      3         2.9600
2010      4         7.7300
2010      5         4.2400
2010      6         3.3000
2010      7         8.0300
2010      8         4.1400
2010      9         6.9200
2010      10        0.4200
2010      11        1.8500
2010      12        1.5400
2011      1         0.2600
2011      2         2.2300
2011      3         3.0600
2011      4         2.8200
2011      5         5.3600
2011      6         3.0400
2011      7         2.3400
2011      8         2.3900
2011      9         1.8000
2011      10        1.0200
2011      11        3.8500
2011      12        2.6800
2012      1         1.0100
2012      2         2.1600
2012      3         4.4300
2012      4         6.7200
2012      5         1.0000
2012      6         1.5500
2012      7         0.6900
2012      8         1.9400
2012      9         1.8000
2012      10        2.6800
2012      11        1.2200
2012      12        1.0200
2013      1         2.4300
2013      2         1.5200
2013      3         2.1700
2013      4         7.6500
2013      5         10.4400
2013      6         1.8500
2013      7         1.6200
2013      8         1.7600
2013      9         1.6900
2013      10        2.7500
2013      11        1.6700
2013      12        1.5200
2014      1         0.3700
2014      2         0.5800
2014      3         0.9500
2014      4         6.6000
2014      5         2.7100
2014      6         6.4500
2014      7         1.6000
2014      8         2.2500
2014      9         7.3300
2014      10        9.6800
2014      11        1.0700
2014      12        1.9200
2015      1         0.8600
2015      2         0.8100
2015      3         1.8700
2015      4         3.2000
2015      5         5.5100
2015      6         5.1000
2015      7         8.0200
2015      8         4.1600
2015      9         0.8300
2015      10        0.9900
2015      11        7.5900
2015      12        6.2900
2016      1         0.5200
2016      2         0.5100
2016      3         1.7600
2016      4         2.2300
2016      5         3.1800
2016      6         1.1300
2016      7         10.7900
2016      8         5.8800
2016      9         5.6100
2016      10        0.9800
2016      11        2.8800
2016      12        1.0600
2017      1         1.0900
2017      2         0.4300
2017      3         2.5900
2017      4         8.5200
2017      5         4.4800
2017      6         3.2100
2017      7         4.5800
2017      8         3.0300
2017      9         0.7800
2017      10        3.8500
2017      11        0.4200
2017      12        0.1800
2018      1         1.6500
2018      2         2.7500
2018      3         3.0300
2018      4         0.4100
2018      5         2.8100
2018      6         4.4700
2018      7         2.5000
2018      8         3.6500
2018      9         0.8500
2018      10        5.6900
2018      11        2.5400
2018      12        3.8700
2019      1         1.4500
2019      2         1.6700
2019      3         3.6800
2019      4         3.9600
2019      5         4.4400
2019      6         6.0700
2019      7         3.9200
2019      8         4.3300
2019      9         2.0600
2019      10        4.2500
2019      11        1.8800
2019      12        1.4600
2020      1         3.8400
2020      2         1.9300
2020      3         5.2900
2020      4         4.2200
2020      5         3.5000
2020      6         6.1600
2020      7         3.7100
2020      8         4.4400
2020      9         3.7900
2020      10        1.3800
2020      11        2.4100
2020      12        0.6200
2021      1         2.8300
2021      2         0.6400
2021      3         5.4700
2021      4         5.2000
2021      5         4.3200
2021      6         11.6800
2021      7         4.5800
2021      8         1.2800
2021      9         2.3000
2021      10        4.4800
2021      11        0.9800
2021      12        2.1600
2022      1         0.5800
2022      2         1.1600
2022      3         3.7400
2022      4         5.3200
2022      5         5.1000
2022      6         1.9500
2022      7         2.1100
2022      8         3.6400
2022      9         1.8600
2022      10        2.8500
2022      11        2.2900
2022      12        0.9500
2023      1         1.0600
2023      2         2.4400
2023      3         2.4400
2023      4         0.6400
2023      5         1.6600
2023      6         2.3900
2023      7         5.8400
2023      8         4.7700
2023      9         0.3700
2023      10        2.3000
2023      11        0.4900
