Year      Month     Average
2015      4         0.0000
2015      5         4.4500
2015      6         8.2300
2015      7         10.4200
2015      8         3.3900
2015      9         4.5000
2015      10        1.5400
2015      11        6.9300
2015      12        3.7300
2016      1         1.0200
2016      2         1.4000
2016      3         2.5000
2016      4         2.4200
2016      5         3.5600
2016      6         1.3700
2016      7         2.7600
2016      8         9.7200
2016      9         1.4300
2016      10        1.5300
2016      11        0.8900
2016      12        1.0800
2017      1         1.1800
2017      2         0.4100
2017      3         3.4800
2017      4         5.1500
2017      5         3.7700
2017      6         2.8900
2017      7         3.8600
2017      8         3.5300
2017      9         0.7100
2017      10        3.7500
2017      11        0.7300
2017      12        0.2000
2018      1         0.2900
2018      2         1.3200
2018      3         2.0400
2018      4         0.5000
2018      5         2.4600
2018      6         2.7400
2018      7         1.6600
2018      8         6.3600
2018      9         6.0300
2018      10        4.6900
2018      11        1.4000
2018      12        2.7500
2019      1         0.8700
2019      2         2.0700
2019      3         4.1500
2019      4         3.0200
2019      5         13.1900
2019      6         6.0400
2019      7         3.4700
2019      8         2.6600
2019      9         8.0100
2019      10        2.7100
2019      11        0.9700
2019      12        1.1600
2020      1         1.5200
2020      2         0.3700
2020      3         3.4800
2020      4         2.0000
2020      5         6.6000
2020      6         3.4300
2020      7         4.2500
2020      8         0.1900
2020      9         4.3900
2020      10        0.7600
2020      11        3.0900
2020      12        0.9900
2021      1         1.7700
2021      2         0.1800
2021      3         2.6600
2021      4         3.4600
2021      5         6.5800
2021      6         4.2500
2021      7         9.1100
2021      8         2.6400
2021      9         0.5800
2021      10        4.8600
2021      11        1.2900
2021      12        0.9200
2022      1         0.4700
2022      2         0.5100
2022      3         2.7000
2022      4         3.1400
2022      5         4.0100
2022      6         4.0800
2022      7         2.7500
2022      8         0.8000
2022      9         0.7500
2022      10        1.4300
2022      11        4.0800
2022      12        1.4000
2023      1         1.7700
2023      2         2.4300
2023      3         2.4400
2023      4         1.7200
2023      5         1.6000
2023      6         1.7800
2023      7         4.5800
2023      8         4.9100
2023      9         0.5600
2023      10        1.7700
2023      11        0.2700
