location,SPI,start_date,end_date,duration
"Albany, Gentry County, MO",0.0,5,13,8
"Albany, Gentry County, MO",0.0,23,50,27
"Albany, Gentry County, MO",0.0,59,61,2
"Albany, Gentry County, MO",0.0,62,63,1
"Albany, Gentry County, MO",0.0,64,66,2
"Albany, Gentry County, MO",0.0,67,80,13
"Albany, Gentry County, MO",0.0,87,88,1
"Albany, Gentry County, MO",0.0,89,91,2
"Albany, Gentry County, MO",0.0,94,95,1
"Albany, Gentry County, MO",0.0,121,122,1
"Albany, Gentry County, MO",0.0,131,133,2
"Albany, Gentry County, MO",0.0,134,145,11
"Albany, Gentry County, MO",0.0,149,159,10
"Albany, Gentry County, MO",0.0,162,174,12
"Albany, Gentry County, MO",0.0,182,186,4
"Albany, Gentry County, MO",0.0,206,207,1
"Albany, Gentry County, MO",0.0,215,226,11
"Albany, Gentry County, MO",0.0,242,244,2
"Albany, Gentry County, MO",0.0,245,246,1
"Albany, Gentry County, MO",0.0,249,250,1
"Albany, Gentry County, MO",0.0,252,254,2
"Albany, Gentry County, MO",0.0,256,257,1
"Albany, Gentry County, MO",0.0,258,262,4
"Albany, Gentry County, MO",0.0,263,266,3
"Albany, Gentry County, MO",0.0,272,277,5
"Albany, Gentry County, MO",0.0,280,287,7
"Albany, Gentry County, MO",0.0,289,292,3
"Auxvasse, Audrain County, MO",0.0,5,9,4
"Auxvasse, Audrain County, MO",0.0,11,12,1
"Auxvasse, Audrain County, MO",0.0,19,20,1
"Auxvasse, Audrain County, MO",0.0,23,28,5
"Auxvasse, Audrain County, MO",0.0,34,41,7
"Auxvasse, Audrain County, MO",0.0,42,44,2
"Auxvasse, Audrain County, MO",0.0,45,48,3
"Auxvasse, Audrain County, MO",0.0,53,55,2
"Auxvasse, Audrain County, MO",0.0,56,57,1
"Auxvasse, Audrain County, MO",0.0,64,97,33
"Auxvasse, Audrain County, MO",0.0,110,111,1
"Auxvasse, Audrain County, MO",0.0,134,146,12
"Auxvasse, Audrain County, MO",0.0,148,159,11
"Auxvasse, Audrain County, MO",0.0,165,177,12
"Auxvasse, Audrain County, MO",0.0,183,185,2
"Auxvasse, Audrain County, MO",0.0,196,199,3
"Auxvasse, Audrain County, MO",0.0,205,207,2
"Auxvasse, Audrain County, MO",0.0,212,227,15
"Auxvasse, Audrain County, MO",0.0,251,255,4
"Auxvasse, Audrain County, MO",0.0,264,266,2
"Auxvasse, Audrain County, MO",0.0,267,268,1
"Auxvasse, Audrain County, MO",0.0,269,270,1
