0,1,2,3,4,5,6
04/01/2000,05/01/2000,1,-2.49,-2.49,-2.49,-2.49
12/01/2000,01/01/2001,1,-2.08,-2.08,-2.08,-2.08
03/01/2001,04/01/2001,1,-1.28,-1.28,-1.28,-1.28
03/01/2002,04/01/2002,1,-1.25,-1.25,-1.25,-1.25
11/01/2002,02/01/2003,3,-1.25,-2.31,-0.77,-1.04
07/01/2003,09/01/2003,2,-1.6,-1.71,-0.85,-0.85
06/01/2004,07/01/2004,1,-1.42,-1.42,-1.42,-1.42
03/01/2005,08/01/2005,5,-2.29,-7.3,-1.46,-1.7
02/01/2006,03/01/2006,1,-2.16,-2.16,-2.16,-2.16
08/01/2007,12/01/2007,4,-1.22,-2.62,-0.65,-0.49
01/01/2009,02/01/2009,1,-2.35,-2.35,-2.35,-2.35
10/01/2010,12/01/2010,2,-1.85,-2.22,-1.11,-1.11
01/01/2011,02/01/2011,1,-1.47,-1.47,-1.47,-1.47
08/01/2011,11/01/2011,3,-1.43,-3.18,-1.06,-1.05
01/01/2012,02/01/2012,1,-1.06,-1.06,-1.06,-1.06
05/01/2012,01/01/2013,8,-1.62,-5.11,-0.64,-0.38
06/01/2013,04/01/2014,10,-1.3,-6.39,-0.64,-0.7
08/01/2015,11/01/2015,3,-2.57,-4.69,-1.56,-1.12
01/01/2016,07/01/2016,6,-1.7,-5.42,-0.9,-1.02
10/01/2016,03/01/2017,5,-1.67,-3.84,-0.77,-0.39
09/01/2017,10/01/2017,1,-1.41,-1.41,-1.41,-1.41
11/01/2017,01/01/2018,2,-2.31,-3.4,-1.7,-1.7
04/01/2018,08/01/2018,4,-2.13,-4.39,-1.1,-1.03
02/01/2021,03/01/2021,1,-1.01,-1.01,-1.01,-1.01
11/01/2021,12/01/2021,1,-1.07,-1.07,-1.07,-1.07
04/01/2023,07/01/2023,3,-2.02,-5.68,-1.89,-1.84
09/01/2023,12/01/2023,3,-2.05,-3.5,-1.17,-1.15
02/01/2024,03/01/2024,1,-2.01,-2.01,-2.01,-2.01
