0,1,2,3,4,5,6
04/01/2005,08/01/2005,4,-2.13,-5.67,-1.42,-1.24
01/01/2006,12/01/2006,11,-2.42,-13.87,-1.26,-1.1
12/01/2010,12/01/2011,12,-1.5,-5.38,-0.45,-0.39
07/01/2012,01/01/2013,6,-2.2,-7.17,-1.2,-0.94
08/01/2013,11/01/2013,3,-1.42,-2.59,-0.86,-1.08
02/01/2014,06/01/2014,4,-2.09,-3.95,-0.99,-0.78
03/01/2015,05/01/2015,2,-1.52,-2.81,-1.4,-1.4
10/01/2015,11/01/2015,1,-1.93,-1.93,-1.93,-1.93
03/01/2016,07/01/2016,4,-1.75,-4.0,-1.0,-1.04
12/01/2016,04/01/2017,4,-1.68,-4.85,-1.21,-1.17
11/01/2017,02/01/2018,3,-1.74,-4.28,-1.43,-1.36
05/01/2018,12/01/2018,7,-1.11,-3.58,-0.51,-0.55
11/01/2020,03/01/2021,4,-1.09,-3.22,-0.81,-0.93
01/01/2022,03/01/2022,2,-1.05,-1.81,-0.91,-0.91
10/01/2022,12/01/2022,2,-1.18,-2.08,-1.04,-1.04
04/01/2023,01/01/2024,9,-2.57,-13.74,-1.53,-1.65
