Year      Month     Average
2006      5         0.0358
2006      6         0.1187
2006      7         0.1219
2006      8         0.1529
2006      9         0.0627
2006      10        0.1097
2006      11        0.0877
2006      12        0.0455
2007      1         0.0594
2007      2         0.0579
2007      3         0.0835
2007      4         0.1483
2007      5         0.0913
2007      6         0.1127
2007      7         0.0623
2007      8         0.0384
2007      9         0.0683
2007      10        0.0671
2007      11        0.0520
2007      12        0.0871
2008      1         0.0671
2008      2         0.1379
2008      3         0.1787
2008      4         0.1150
2008      5         0.2219
2008      6         0.1263
2008      7         0.2932
2008      8         0.0719
2008      9         0.3280
2008      10        0.0955
2008      11        0.0363
2008      12        0.0887
2009      1         0.0045
2009      2         0.0682
2009      3         0.0929
2009      4         0.1357
2009      5         0.1461
2009      6         0.2450
2009      7         0.1374
2009      8         0.1019
2009      9         0.1150
2009      10        0.4026
2009      11        0.0967
2009      12        0.1110
2010      1         0.0597
2010      2         0.0711
2010      3         0.0716
2010      4         0.1837
2010      5         0.1232
2010      6         0.1247
2010      7         0.2158
2010      8         0.1226
2010      9         0.2597
2010      10        0.0223
2010      11        0.0420
2010      12        0.0771
2011      1         0.0087
2011      2         0.0754
2011      3         0.0932
2011      4         0.1100
2011      5         0.1755
2011      6         0.1440
2011      7         0.0852
2011      8         0.0590
2011      9         0.0657
2011      10        0.0126
2011      11        0.1280
2011      12        0.1026
2012      1         0.0235
2012      2         0.0786
2012      3         0.0719
2012      4         0.2057
2012      5         0.0403
2012      6         0.0420
2012      7         0.0306
2012      8         0.0890
2012      9         0.0743
2012      10        0.1032
2012      11        0.0237
2012      12        0.0384
2013      1         0.0661
2013      2         0.0629
2013      3         0.0735
2013      4         0.1753
2013      5         0.3003
2013      6         0.0557
2013      7         0.0684
2013      8         0.0252
2013      9         0.0630
2013      10        0.0839
2013      11        0.0567
2013      12        0.0352
2014      1         0.0135
2014      2         0.0271
2014      3         0.0290
2014      4         0.2167
2014      5         0.1368
2014      6         0.1577
2014      7         0.0529
2014      8         0.0806
2014      9         0.1843
2014      10        0.2445
2014      11        0.0583
2014      12        0.0581
2015      1         0.0284
2015      2         0.0321
2015      3         0.0603
2015      4         0.1883
2015      5         0.2194
2015      6         0.3083
2015      7         0.1852
2015      8         0.0377
2015      9         0.0257
2015      10        0.0445
2015      11        0.2233
2015      12        0.2035
2016      1         0.0190
2016      2         0.0245
2016      3         0.0787
2016      4         0.0923
2016      5         0.1481
2016      6         0.0430
2016      7         0.2752
2016      8         0.2803
2016      9         0.2207
2016      10        0.0274
2016      11        0.0717
2016      12        0.0303
2017      1         0.0216
2017      2         0.0161
2017      3         0.1252
2017      4         0.2697
2017      5         0.2058
2017      6         0.1353
2017      7         0.1348
2017      8         0.0713
2017      9         0.0743
2017      10        0.1181
2017      11        0.0203
2017      12        0.0052
2018      1         0.0639
2018      2         0.1236
2018      3         0.1713
2018      4         0.0233
2018      5         0.0800
2018      6         0.1967
2018      7         0.0571
2018      8         0.1494
2018      9         0.0857
2018      10        0.1597
2018      11        0.0797
2018      12        0.1274
2019      1         0.0471
2019      2         0.0511
2019      3         0.1184
2019      4         0.1487
2019      5         0.1226
2019      6         0.1637
2019      7         0.1123
2019      8         0.1594
2019      9         0.0593
2019      10        0.1490
2019      11        0.0703
2019      12        0.0358
2020      1         0.1455
2020      2         0.0779
2020      3         0.1406
2020      4         0.1317
2020      5         0.0935
2020      6         0.1353
2020      7         0.1597
2020      8         0.0432
2020      9         0.0933
2020      10        0.0513
2020      11        0.0947
2020      12        0.0268
2021      1         0.1026
2021      2         0.0318
2021      3         0.1132
2021      4         0.1663
2021      5         0.0816
2021      6         0.3123
2021      7         0.1735
2021      8         0.0474
2021      9         0.0793
2021      10        0.1245
2021      11        0.0177
2021      12        0.0513
2022      1         0.0326
2022      2         0.0311
2022      3         0.1423
2022      4         0.1583
2022      5         0.1665
2022      6         0.0640
2022      7         0.0990
2022      8         0.1371
2022      9         0.0293
2022      10        0.1026
2022      11        0.0757
2022      12        0.0284
2023      1         0.0484
2023      2         0.0964
2023      3         0.0823
2023      4         0.0447
2023      5         0.0500
2023      6         0.0220
2023      7         0.1068
2023      8         0.1929
2023      9         0.0140
2023      10        0.0916
2023      11        0.0207
2023      12        0.0732
2024      1         0.0935
2024      2         0.0038
2024      3         0.1203
2024      4         0.1330
2024      5         0.1294
